id,age,gen,edu,jdgoutfit,jdgjob,jdgborn,jdglive,jdgcar,jdguni,jdgdiet,jdgdrink,jdgteeth,jdgposts,jdggramr,jdgsparet,judgmt ,onenight,frndwb,sexo,datsites,firstdates,scnddates,ntlove,agevirg,cheat,sexyear,sexpartyear,sexpartlife,wlage,wldvrce,wlkids,wllive,wljob,wlfinance,wlinterest,wlsexhis,wldatehis
1132,32,man,bachelors degree,1,1,0,0,1,1,0,0,1,1,1,0,7,yes,yes,straight or heterosexual,1,1,1,3,15,"Yes, I've committed both sexual and emotional infidelity",25,3,18,0,0,0,0,0,0,0,0,0
1141,50,man,two year degree or some college,1,0,0,0,0,0,0,0,1,1,0,1,4,yes,no,homosexual or gay or lesbian,1,3,3,3,15,"Yes, I've committed sexual infidelity",48,6,100,0,0,0,0,0,0,0,1,0
1156,34,woman,bachelors degree,1,0,0,0,0,0,0,0,1,1,0,1,4,no,yes,straight or heterosexual,0,1,0,1,21,No,2,1,12,0,0,0,0,0,0,0,0,0
1163,26,woman,two year degree or some college,1,0,0,0,0,0,0,1,0,1,1,1,5,NA,NA,straight or heterosexual,NA,0,0,0,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
1169,31,man,graduate or professional degree,0,0,0,0,0,0,0,0,0,1,0,0,1,no,no,straight or heterosexual,1,0,0,3,30,No,0,NA,NA,0,0,0,0,0,0,0,0,0
1173,51,woman,two year degree or some college,1,1,1,0,0,0,1,1,1,1,0,1,8,no,yes,straight or heterosexual,NA,0,0,4,24,"Yes, I've committed emotional infidelity",0,NA,3,0,0,0,0,0,0,0,1,1
1178,27,woman,bachelors degree,1,0,0,0,0,0,1,0,0,1,1,1,5,no,yes,homosexual or gay or lesbian,0,0,0,1,20,No,0,NA,NA,0,0,0,0,0,0,1,1,1
1181,34,woman,bachelors degree,1,0,0,0,1,0,0,0,1,0,0,0,3,yes,yes,straight or heterosexual,1,0,0,3,17,No,1,1,80,0,0,0,0,0,0,0,0,0
1195,30,man,high school degree or less,0,0,0,0,1,0,0,0,0,0,0,0,1,no,no,straight or heterosexual,NA,4,3,3,25,"Yes, I've committed sexual infidelity",13,NA,NA,0,0,0,0,1,0,0,0,0
1207,55,man,bachelors degree,1,0,0,0,0,0,0,0,0,0,1,0,2,yes,no,straight or heterosexual,3,4,0,5,19,"Yes, I've committed both sexual and emotional infidelity",4,1,NA,0,0,0,0,0,0,0,0,1
1219,57,man,graduate or professional degree,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,straight or heterosexual,NA,0,0,1,28,No,0,NA,1,0,0,0,0,0,0,0,0,0
1221,31,woman,two year degree or some college,1,1,1,1,1,1,1,1,1,1,1,1,12,yes,yes,straight or heterosexual,NA,0,0,6,17,No,10,2,30,0,0,0,0,0,0,0,0,0
1225,33,woman,high school degree or less,1,1,0,0,0,0,0,0,0,0,0,0,2,no,yes,straight or heterosexual,4,6,3,3,17,"Yes, I've committed emotional infidelity",4,2,20,0,0,0,0,0,0,1,0,0
1229,36,woman,graduate or professional degree,1,1,0,1,0,1,1,1,1,1,1,0,9,no,no,homosexual or gay or lesbian,3,11,2,5,32,No,0,NA,1,0,0,0,0,0,0,0,0,0
1259,38,woman,two year degree or some college,1,1,0,1,1,1,0,1,1,1,1,1,10,no,no,bisexual,1,5,4,1,15,No,4,3,10,0,0,0,0,0,0,0,0,0
1260,19,man,high school degree or less,0,1,1,1,0,0,0,0,0,0,0,1,4,NA,NA,straight or heterosexual,3,8,3,3,Still a virgin,NA,NA,NA,NA,0,1,0,1,1,0,0,0,0
1262,35,woman,bachelors degree,1,1,0,0,1,0,0,0,1,1,1,1,7,yes,no,straight or heterosexual,0,1,0,3,15,"Yes, I've committed both sexual and emotional infidelity",0,NA,10,1,0,0,0,0,0,0,0,0
1266,49,man,two year degree or some college,1,0,0,0,0,0,0,0,1,0,1,0,3,yes,yes,homosexual or gay or lesbian,2,10,4,3,16,"Yes, I've committed sexual infidelity",12,12,30,1,0,0,0,0,0,0,0,0
1276,30,woman,graduate or professional degree,1,1,1,1,1,1,1,1,1,1,1,1,12,no,yes,straight or heterosexual,0,0,0,2,15,No,25,2,10,0,0,0,1,1,1,1,0,0
1286,56,man,two year degree or some college,0,0,0,1,0,0,0,0,0,0,0,0,1,yes,no,straight or heterosexual,0,0,0,7,32,No,9,NA,NA,0,0,1,0,0,0,0,0,0
1292,18,man,high school degree or less,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,straight or heterosexual,1,0,0,0,13 & under,"Yes, I've committed emotional infidelity",4,3,6,0,0,0,0,0,0,0,0,0
1297,39,woman,two year degree or some college,0,0,0,0,0,0,0,0,0,0,0,1,1,no,no,straight or heterosexual,NA,0,0,2,17,No,0,NA,NA,0,0,0,0,0,0,0,0,0
1300,38,man,high school degree or less,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,straight or heterosexual,1,0,0,1,16,No,0,NA,2,0,0,0,0,0,0,0,0,0
1314,30,man,bachelors degree,1,0,1,0,1,0,0,0,1,1,1,1,7,no,yes,straight or heterosexual,1,0,0,2,21,No,0,NA,4,1,0,0,0,0,1,0,1,1
1318,26,woman,bachelors degree,1,1,0,0,1,1,1,0,1,1,1,0,8,yes,yes,straight or heterosexual,1,0,0,1,18,"Yes, I've committed emotional infidelity",0,NA,12,0,0,1,0,0,0,0,0,0
1324,52,woman,bachelors degree,1,1,0,1,1,0,0,1,1,0,0,1,7,yes,yes,straight or heterosexual,0,0,2,10,17,No,0,NA,100,0,0,0,1,1,1,0,1,0
1327,47,woman,two year degree or some college,0,1,0,0,0,0,0,0,1,1,0,0,3,no,no,straight or heterosexual,2,0,0,1,17,No,6,1,4,0,1,0,1,0,0,0,0,0
1329,37,woman,graduate or professional degree,0,1,0,0,1,0,0,0,0,1,0,0,3,no,no,homosexual or gay or lesbian,1,2,0,3,26,No,0,NA,3,0,0,0,0,0,0,0,0,1
1339,25,man,bachelors degree,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,straight or heterosexual,1,1,0,2,20,No,2,1,5,0,0,0,0,0,0,0,0,0
1341,24,man,two year degree or some college,1,0,1,1,1,1,1,1,0,1,0,1,9,yes,yes,bisexual,2,2,1,3,13 & under,No,3,1,3,0,0,0,0,1,0,0,0,0
1351,25,woman,two year degree or some college,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,straight or heterosexual,0,0,0,0,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
1354,51,woman,two year degree or some college,1,0,0,0,0,0,0,0,1,1,1,0,4,no,no,straight or heterosexual,1,0,0,3,16,No,0,NA,3,0,0,0,0,0,0,0,0,1
1356,24,woman,graduate or professional degree,1,1,0,0,0,0,0,0,0,1,0,0,3,no,no,straight or heterosexual,3,6,3,0,21,No,1,NA,NA,0,0,0,0,0,0,0,0,0
1363,28,man,graduate or professional degree,1,1,0,0,0,1,0,0,0,1,1,1,6,NA,NA,straight or heterosexual,2,4,2,0,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1
1370,48,woman,bachelors degree,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,straight or heterosexual,2,0,0,3,17,No,0,NA,NA,0,0,0,1,0,0,0,0,0
1376,49,man,bachelors degree,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,straight or heterosexual,0,0,0,2,21,No,7,1,3,0,0,0,0,0,0,0,0,0
1381,22,woman,bachelors degree,0,1,0,0,0,0,0,0,0,1,0,1,3,yes,no,straight or heterosexual,NA,3,2,0,17,No,8,1,4,0,0,0,0,0,0,0,1,1
1387,40,woman,bachelors degree,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,yes,straight or heterosexual,3,1,0,3,18,"Yes, I've committed sexual infidelity",2,2,33,0,0,0,0,0,1,0,1,0
1392,33,woman,bachelors degree,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,straight or heterosexual,0,0,0,1,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
1415,28,woman,bachelors degree,1,1,1,1,1,1,1,1,1,1,1,1,12,no,no,straight or heterosexual,0,1,0,1,18,No,5,2,6,0,0,0,0,0,0,0,0,0
1418,43,woman,graduate or professional degree,0,1,0,0,0,0,0,1,1,1,1,0,5,no,no,straight or heterosexual,0,4,0,2,13 & under,No,69,1,13,0,0,0,0,0,0,0,0,0
1421,42,woman,bachelors degree,0,0,0,0,1,0,0,0,1,1,0,0,3,yes,yes,straight or heterosexual,0,2,2,0,13 & under,"Yes, I've committed sexual infidelity",10,2,NA,0,0,0,0,0,0,0,1,0
1422,30,woman,two year degree or some college,1,1,0,0,0,0,0,0,0,1,1,0,4,yes,no,straight or heterosexual,NA,0,0,1,22,No,0,NA,3,0,0,0,1,0,0,0,0,0
1428,34,man,high school degree or less,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,straight or heterosexual,2,5,0,4,18,No,30,4,10,0,0,0,0,0,0,0,1,1
1430,47,woman,two year degree or some college,0,0,0,0,0,0,0,0,0,0,0,1,1,no,no,straight or heterosexual,NA,0,0,2,22,No,10,1,6,0,0,0,0,0,0,0,0,0
1432,59,man,bachelors degree,1,0,0,0,0,0,0,0,1,0,1,0,3,yes,yes,straight or heterosexual,NA,0,0,3,16,"Yes, I've committed both sexual and emotional infidelity",0,NA,16,0,0,0,0,0,0,1,1,0
1440,51,woman,two year degree or some college,0,1,0,0,0,0,0,0,1,1,1,1,5,yes,yes,straight or heterosexual,2,5,2,10,15,"Yes, I've committed both sexual and emotional infidelity",5,1,50,0,0,0,1,0,0,0,0,0
1441,44,man,bachelors degree,1,1,0,0,1,0,0,0,1,0,1,1,6,yes,yes,straight or heterosexual,2,2,2,3,18,"Yes, I've committed both sexual and emotional infidelity",17,1,20,0,0,0,0,0,0,1,1,0
1448,57,man,high school degree or less,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,straight or heterosexual,NA,3,2,1,57,No,0,NA,40,0,0,0,0,0,0,0,0,0
1455,55,man,graduate or professional degree,0,0,0,0,0,1,1,0,0,0,0,1,3,yes,yes,straight or heterosexual,0,2,1,3,14,"Yes, I've committed both sexual and emotional infidelity",68,4,100,1,0,0,0,0,0,0,0,0
1456,59,man,bachelors degree,1,1,1,1,1,1,1,1,1,1,1,1,12,yes,yes,straight or heterosexual,1,3,3,4,19,No,12,2,20,0,0,0,0,0,0,0,0,0
1473,42,woman,bachelors degree,1,0,0,0,0,0,0,0,0,1,1,0,3,yes,no,straight or heterosexual,1,3,3,0,16,No,20,3,NA,0,0,0,0,0,0,0,1,0
1503,56,woman,two year degree or some college,0,0,0,0,0,0,0,0,0,1,0,1,2,no,yes,straight or heterosexual,NA,2,2,4,21,"Yes, I've committed emotional infidelity",10,1,6,1,0,0,0,0,0,0,1,0
1520,21,man,two year degree or some college,0,0,0,0,0,0,0,0,0,1,0,0,1,NA,NA,straight or heterosexual,1,0,2,0,Still a virgin,NA,NA,NA,NA,1,0,1,0,0,0,1,0,0
1525,39,woman,graduate or professional degree,1,1,1,1,1,1,1,1,1,1,1,1,12,yes,no,straight or heterosexual,1,1,0,2,16,"Yes, I've committed sexual infidelity",0,NA,11,0,0,0,0,0,0,0,0,0
1526,18,woman,high school degree or less,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,straight or heterosexual,2,2,1,1,16,No,80,1,2,0,0,0,0,0,0,0,0,0
1536,48,man,bachelors degree,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,straight or heterosexual,NA,3,3,4,22,No,10,2,4,0,0,0,0,0,0,0,0,0
1548,47,woman,graduate or professional degree,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,straight or heterosexual,1,1,1,2,18,"Yes, I've committed sexual infidelity",0,NA,25,1,0,0,0,0,0,1,0,1
1550,21,woman,two year degree or some college,1,0,0,0,0,0,0,0,1,0,0,0,2,yes,no,straight or heterosexual,NA,0,0,1,19,No,1,1,3,0,0,0,0,0,0,0,0,0
1563,33,woman,bachelors degree,0,0,0,0,0,0,0,0,0,0,1,0,1,no,no,straight or heterosexual,NA,0,0,0,33,No,0,NA,NA,0,0,0,0,0,1,0,1,1
1568,53,man,bachelors degree,0,0,0,1,1,0,0,0,0,0,1,0,3,yes,no,straight or heterosexual,3,0,2,3,27,No,1,1,NA,0,0,0,0,0,0,1,0,0
1573,38,woman,two year degree or some college,1,1,1,0,0,0,0,0,1,1,1,1,7,no,no,straight or heterosexual,0,1,0,3,16,"Yes, I've committed sexual infidelity",22,1,7,0,0,0,1,0,0,0,1,1
1588,18,woman,two year degree or some college,1,0,0,0,0,0,0,0,0,0,0,0,1,yes,yes,bisexual,1,2,6,1,13 & under,"Yes, I've committed sexual infidelity",200,3,14,0,0,0,0,1,0,0,0,0
1600,28,woman,bachelors degree,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,straight or heterosexual,0,5,1,1,18,"Yes, I've committed sexual infidelity",6,NA,NA,0,0,0,0,0,0,0,0,0
1602,34,man,two year degree or some college,1,0,0,0,0,0,0,0,0,0,0,0,1,no,no,straight or heterosexual,NA,1,1,3,15,"Yes, I've committed sexual infidelity",7,NA,NA,1,0,0,0,0,0,0,0,0
1609,19,man,high school degree or less,1,0,0,0,0,0,0,0,1,0,0,0,2,yes,yes,straight or heterosexual,0,0,0,2,14,No,10,10,50,0,0,0,0,1,0,0,0,0
1611,52,woman,two year degree or some college,0,0,0,0,0,0,0,0,1,0,0,0,1,yes,yes,straight or heterosexual,3,6,3,2,17,"Yes, I've committed both sexual and emotional infidelity",1,1,NA,0,0,0,0,1,0,0,1,0
1616,60,man,two year degree or some college,0,0,0,0,0,0,0,0,0,1,1,1,3,no,yes,homosexual or gay or lesbian,1,0,0,7,14,"Yes, I've committed sexual infidelity",3,2,300,0,0,0,0,0,0,0,0,0
1617,58,woman,bachelors degree,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,straight or heterosexual,NA,0,0,1,18,No,0,NA,1,0,0,0,0,0,0,0,0,0
1624,41,woman,two year degree or some college,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,straight or heterosexual,NA,0,1,2,18,No,1,NA,NA,0,0,0,0,0,0,0,0,0
1625,43,woman,graduate or professional degree,1,0,0,0,0,0,0,0,1,0,0,1,3,yes,yes,straight or heterosexual,0,6,6,5,18,"Yes, I've committed sexual infidelity",23,1,6,0,0,0,1,0,0,0,1,0
1629,46,woman,graduate or professional degree,1,1,0,0,0,0,0,1,1,1,1,1,7,yes,yes,straight or heterosexual,NA,0,0,2,19,"Yes, I've committed sexual infidelity",13,1,15,0,0,0,0,0,0,0,0,0
1651,43,woman,graduate or professional degree,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,straight or heterosexual,2,2,2,2,17,No,24,2,6,0,0,0,0,0,0,0,0,0
1676,26,woman,bachelors degree,1,0,1,1,1,0,0,0,1,1,1,1,8,NA,NA,straight or heterosexual,0,0,0,0,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
1692,49,man,graduate or professional degree,1,0,1,0,0,0,0,0,1,0,0,0,3,yes,yes,straight or heterosexual,2,3,0,4,17,No,4,4,20,0,0,0,1,1,1,0,0,0
1700,47,man,bachelors degree,0,0,0,0,0,0,0,0,1,0,0,0,1,yes,no,homosexual or gay or lesbian,NA,0,0,2,18,"Yes, I've committed sexual infidelity",0,NA,50,1,0,0,0,0,0,0,0,0
1703,52,man,two year degree or some college,0,0,0,0,0,0,0,0,0,0,0,1,1,yes,yes,straight or heterosexual,2,1,0,3,16,No,28,20,200,1,0,0,1,0,0,0,0,0
1722,26,woman,bachelors degree,1,1,0,0,0,0,1,0,1,1,1,1,7,no,no,straight or heterosexual,NA,1,1,1,20,"Yes, I've committed emotional infidelity",1,1,2,0,0,0,0,0,0,0,0,1
1726,30,woman,bachelors degree,0,1,0,0,0,0,0,1,1,0,0,0,3,no,yes,straight or heterosexual,1,0,0,1,20,No,3,1,5,0,0,0,0,0,0,0,1,0
1727,58,man,graduate or professional degree,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,straight or heterosexual,1,1,0,1,18,No,0,NA,30,0,0,0,0,0,0,0,0,0
1729,47,man,bachelors degree,0,0,0,0,0,0,0,0,1,0,1,0,2,yes,no,homosexual or gay or lesbian,NA,0,0,2,29,No,4,3,14,0,0,0,0,0,0,0,0,0
1741,32,man,two year degree or some college,0,1,0,0,0,0,0,0,1,1,1,0,4,yes,yes,straight or heterosexual,NA,10,5,5,17,"Yes, I've committed sexual infidelity",6,3,25,0,0,0,0,0,0,0,1,1
1746,33,woman,graduate or professional degree,0,0,0,0,1,0,0,0,0,1,1,1,4,yes,yes,straight or heterosexual,1,5,2,3,17,"Yes, I've committed emotional infidelity",25,3,80,0,0,0,0,1,0,0,1,0
1749,25,man,two year degree or some college,0,0,0,1,0,0,0,0,0,1,0,1,3,NA,NA,straight or heterosexual,NA,0,0,0,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
1755,58,man,graduate or professional degree,1,0,0,0,1,0,0,0,0,1,1,0,4,no,no,straight or heterosexual,NA,3,4,6,37,No,0,NA,2,0,0,0,0,0,0,0,0,0
1756,30,woman,bachelors degree,1,1,0,1,0,1,1,1,1,1,1,1,10,yes,yes,straight or heterosexual,NA,1,0,1,18,No,0,NA,5,0,0,0,0,0,0,0,1,1
1768,51,man,bachelors degree,1,1,0,0,0,0,0,0,1,1,0,0,4,no,no,straight or heterosexual,0,0,0,4,26,No,0,NA,4,0,0,0,0,0,0,0,0,0
1774,47,man,high school degree or less,0,0,0,1,1,0,1,1,1,0,0,0,5,yes,yes,straight or heterosexual,1,4,2,3,14,"Yes, I've committed sexual infidelity",40,3,15,0,0,0,0,0,0,0,0,0
1776,44,woman,two year degree or some college,1,0,0,1,0,0,0,0,1,0,0,0,3,yes,yes,straight or heterosexual,0,1,0,1,19,"Yes, I've committed sexual infidelity",10,1,5,0,0,0,0,0,0,0,0,0
1782,46,man,bachelors degree,0,0,0,0,0,0,0,0,1,1,0,0,2,yes,yes,straight or heterosexual,NA,3,2,2,14,"Yes, I've committed emotional infidelity",4,3,8,0,0,0,0,0,0,0,0,0
1783,33,man,high school degree or less,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,yes,straight or heterosexual,1,3,2,4,17,No,100,3,20,0,0,0,0,0,0,0,0,0
1789,49,man,two year degree or some college,0,0,0,0,0,0,0,0,0,1,0,0,1,NA,NA,straight or heterosexual,NA,1,1,2,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
1796,33,woman,graduate or professional degree,1,1,0,1,1,1,1,1,1,1,1,1,11,yes,yes,straight or heterosexual,1,2,1,3,19,"Yes, I've committed sexual infidelity",15,2,30,0,0,0,0,0,0,0,1,1
1807,25,woman,two year degree or some college,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,straight or heterosexual,0,0,0,2,17,No,18,3,8,0,0,0,1,0,0,0,0,1
1810,49,man,two year degree or some college,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,bisexual,1,2,2,7,15,No,6,3,20,0,0,0,0,0,0,0,1,1
1813,42,man,bachelors degree,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,straight or heterosexual,NA,5,5,1,14,No,NA,NA,NA,0,0,0,0,0,0,0,0,0
1817,42,woman,high school degree or less,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,straight or heterosexual,NA,0,0,3,19,No,0,NA,1,1,0,0,0,1,0,0,1,1
1820,53,woman,two year degree or some college,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,straight or heterosexual,NA,0,0,3,20,"Yes, I've committed sexual infidelity",30,1,2,0,0,0,0,0,0,0,0,0
1822,38,woman,two year degree or some college,0,0,0,0,0,1,0,1,1,1,1,1,6,no,no,bisexual,1,0,0,0,38,No,1,1,1,0,0,0,0,0,0,0,0,0
1830,28,woman,high school degree or less,0,0,0,0,0,0,0,0,0,1,0,1,2,no,no,straight or heterosexual,NA,1,1,2,Prefer not to answer,No,3,NA,NA,0,0,0,0,0,0,0,0,0
1831,50,man,two year degree or some college,0,1,0,0,0,0,1,1,0,0,0,0,3,no,no,straight or heterosexual,3,0,0,2,20,"Yes, I've committed sexual infidelity",0,NA,5,0,0,0,0,0,0,0,0,0
1840,39,woman,bachelors degree,1,0,1,0,0,1,0,0,0,1,1,0,5,no,no,straight or heterosexual,0,0,0,1,26,No,0,NA,1,0,0,0,0,0,0,0,0,0
1850,35,woman,bachelors degree,0,1,0,0,0,0,0,0,1,0,1,0,3,no,no,straight or heterosexual,1,2,2,1,26,"Yes, I've committed emotional infidelity",12,1,1,0,0,0,0,0,0,0,0,0
1851,45,man,two year degree or some college,0,0,0,0,0,0,1,1,1,0,0,1,4,yes,yes,straight or heterosexual,1,0,0,4,21,No,5,2,25,0,0,0,0,0,0,0,1,0
1876,38,man,two year degree or some college,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,yes,straight or heterosexual,2,4,2,0,15,No,5,3,60,0,0,0,0,0,1,0,1,1
1881,52,woman,bachelors degree,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,yes,straight or heterosexual,NA,0,0,2,19,No,0,NA,5,0,0,0,0,0,0,0,1,1
1920,46,man,two year degree or some college,1,0,0,0,0,0,1,0,1,1,1,1,6,yes,no,straight or heterosexual,1,0,0,2,17,"Yes, I've committed sexual infidelity",0,NA,24,0,0,0,0,0,0,0,0,0
1926,24,man,two year degree or some college,1,0,0,0,0,0,0,0,0,0,0,0,1,no,no,straight or heterosexual,1,0,0,1,20,No,1,NA,20,0,0,0,0,0,0,0,0,1
1961,32,woman,bachelors degree,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,straight or heterosexual,NA,0,0,0,23,No,0,NA,3,0,0,0,0,0,0,0,0,0
1975,30,woman,bachelors degree,1,0,0,0,1,0,1,0,0,0,0,0,3,NA,NA,straight or heterosexual,0,0,0,0,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0
1976,34,woman,graduate or professional degree,0,0,0,0,0,0,0,0,0,1,0,1,2,no,no,straight or heterosexual,NA,0,0,2,17,No,0,NA,2,0,0,0,0,0,0,0,0,0
1998,34,woman,bachelors degree,0,0,0,0,0,0,0,0,0,1,1,0,2,no,yes,straight or heterosexual,2,1,1,1,21,No,0,NA,1,0,0,0,0,0,0,0,0,0
2005,27,woman,bachelors degree,1,1,0,0,1,0,0,0,1,0,1,1,6,yes,yes,straight or heterosexual,1,3,2,2,19,No,0,NA,3,0,0,0,0,0,1,0,0,1
2014,52,woman,high school degree or less,0,0,0,0,1,0,0,0,0,1,0,1,3,yes,yes,straight or heterosexual,NA,0,0,3,15,"Yes, I've committed sexual infidelity",12,2,25,0,0,0,0,0,0,0,0,0
2017,49,woman,two year degree or some college,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,straight or heterosexual,0,0,0,2,18,No,0,NA,5,0,0,0,0,0,0,0,0,0
2050,51,woman,two year degree or some college,1,1,1,0,1,1,0,0,0,0,1,1,7,no,yes,straight or heterosexual,0,0,0,3,18,"Yes, I've committed sexual infidelity",0,NA,11,0,0,0,0,0,0,0,1,1
2055,54,man,bachelors degree,0,0,0,0,1,0,0,0,1,0,1,0,3,no,no,straight or heterosexual,NA,0,0,6,21,No,0,NA,2,0,0,0,0,0,0,0,0,0
2056,46,woman,graduate or professional degree,1,1,0,0,0,0,0,0,0,1,1,0,4,no,no,straight or heterosexual,NA,0,0,2,Prefer not to answer,"Yes, I've committed sexual infidelity",NA,NA,NA,0,0,0,0,0,1,0,1,1
2058,33,woman,graduate or professional degree,0,0,0,0,0,0,0,0,1,1,1,1,4,yes,yes,straight or heterosexual,2,5,2,3,20,No,5,3,30,0,0,0,0,0,0,0,1,0
2064,21,woman,two year degree or some college,0,1,1,1,1,0,1,1,1,1,1,1,10,NA,NA,straight or heterosexual,NA,0,0,0,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
2065,38,woman,graduate or professional degree,1,1,0,1,1,1,1,1,1,1,1,1,11,NA,NA,bisexual,NA,0,0,0,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
2069,36,man,bachelors degree,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,straight or heterosexual,0,0,2,2,32,No,0,NA,2,0,0,0,0,0,0,0,0,0
2085,43,woman,high school degree or less,0,0,0,0,0,0,0,0,0,0,1,0,1,no,no,straight or heterosexual,1,2,2,2,18,No,0,NA,1,0,0,0,0,0,0,0,0,0
2105,54,man,bachelors degree,1,0,0,0,0,0,0,0,0,1,1,1,4,no,yes,straight or heterosexual,NA,0,0,6,30,"Yes, I've committed sexual infidelity",6,1,4,0,0,0,0,0,0,0,0,0
2120,47,man,two year degree or some college,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,straight or heterosexual,0,2,0,3,Still a virgin,NA,NA,NA,NA,1,0,1,1,0,0,0,0,1
2123,30,woman,bachelors degree,0,0,0,0,0,0,0,0,0,1,0,0,1,no,yes,straight or heterosexual,0,0,0,2,16,"Yes, I've committed sexual infidelity",0,NA,5,0,0,0,0,0,0,0,0,0
2126,33,woman,two year degree or some college,0,0,0,0,0,0,0,0,0,0,1,1,2,yes,yes,straight or heterosexual,2,2,0,2,14,"Yes, I've committed sexual infidelity",20,6,30,0,0,0,0,0,0,0,1,0
2132,33,woman,graduate or professional degree,0,0,0,0,0,0,1,0,0,0,1,1,3,no,yes,straight or heterosexual,NA,5,1,1,21,No,34,1,1,0,0,0,0,0,0,0,0,0
2137,33,woman,bachelors degree,1,1,0,0,1,0,1,0,1,1,1,1,8,yes,yes,straight or heterosexual,0,1,1,2,16,No,20,1,10,0,0,0,0,0,0,0,0,0
2158,37,man,bachelors degree,0,1,0,0,0,1,0,1,1,1,1,1,7,yes,yes,straight or heterosexual,1,3,2,2,18,No,3,3,20,0,0,0,0,0,1,0,1,0
2160,38,woman,bachelors degree,1,1,0,0,1,0,0,0,1,0,0,0,4,yes,yes,straight or heterosexual,2,0,0,1,17,"Yes, I've committed sexual infidelity",0,NA,8,0,0,0,0,0,0,0,1,1
2161,24,woman,bachelors degree,1,0,1,0,0,0,0,0,0,1,1,1,5,NA,NA,straight or heterosexual,NA,0,0,1,Still a virgin,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0
2162,39,woman,high school degree or less,1,1,0,1,1,0,1,1,1,1,1,1,10,no,no,straight or heterosexual,NA,0,0,1,22,No,0,NA,NA,0,0,1,0,0,0,0,0,0
2163,31,woman,bachelors degree,1,1,0,0,0,0,0,0,0,0,1,0,3,yes,yes,straight or heterosexual,1,4,1,1,18,No,25,3,20,0,0,0,0,0,0,0,0,0
2166,38,man,high school degree or less,0,0,0,0,0,0,0,0,1,0,0,0,1,yes,no,straight or heterosexual,1,0,0,4,16,No,5,5,NA,1,0,0,0,1,1,0,0,0
2171,37,man,bachelors degree,1,0,1,1,0,1,1,1,0,1,1,0,8,no,no,straight or heterosexual,0,0,0,1,24,No,0,NA,2,0,0,0,0,0,0,0,0,0
2179,29,woman,bachelors degree,1,1,0,1,1,1,1,1,1,1,1,1,11,yes,yes,straight or heterosexual,0,1,1,3,16,No,15,1,12,0,0,0,0,0,0,0,0,0
2180,50,man,bachelors degree,1,0,0,0,0,0,0,0,1,0,1,0,3,yes,yes,straight or heterosexual,1,3,1,9,19,"Yes, I've committed sexual infidelity",1,1,13,0,0,0,0,1,0,1,0,1
2184,31,woman,bachelors degree,0,0,0,0,0,0,0,0,0,1,1,1,3,yes,no,straight or heterosexual,2,0,0,1,22,No,0,NA,3,0,0,0,0,0,0,0,0,0
